category,price,area,rooms,baths,garages,stratification,latitude,longitude,management_fee
-1,250000000,106,4,2,0,3,4.719475269317627,-74.1217269897461,11111111
-1,310000000,106,4,3,1,3,4.74227905273438,-74.0571823120117,240000
1,500000000,106,3,3,2,4,4.7273406982421875,-74.04161834716797,0
-1,390000000,106,4,3,1,4,4.672088146209717,-74.13020324707031,190000
-1,410000000,106,4,2,0,3,4.70065194,-74.0917179,0
1,755000000,106,2,3,3,6,4.696958,-74.04002098,365000
1,450000000,106,3,2,2,4,4.734293,-74.0566082,233000
1,620000000,105,2,2,2,4,4.61805486679077,-74.0696640014648,0
1,485000000,105,4,3,0,5,4.70243883132935,-74.0619277954102,430000
1,530000000,105,3,3,2,4,4.732047,-74.035255,250200
-1,330000000,105,3,3,1,4,4.743525505065918,-74.0340347290039,176000
1,600000000,105,3,3,2,5,4.71592501,-74.04706968,550000
-1,220000000,105,4,1,0,2,4.63313007354736,-74.1980972290039,0
-1,310000000,105,4,3,1,4,4.74442625045776,-74.0338287353516,180000
-1,280000000,105,4,3,0,4,4.74704790115356,-74.0358810424805,190000
1,398000000,105,3,3,1,5,4.64813825,-74.08490298,290000
-1,315000000,105,3,2,1,4,4.74634929,-74.03216869,165000
1,440000000,105,4,3,1,4,4.62972640991211,-74.0635681152344,180000
1,330000000,105,3,2,1,4,4.67184208,-74.1053083,256000
1,398000000,105,4,3,1,5,4.64813825,-74.08490298,340000
1,460000000,105,3,3,2,5,4.70538139343262,-74.0327301025391,475000
1,420000000,105,3,3,2,4,4.72781651,-74.02742219,268000
-1,700000000,105,1,2,1,6,4.670823574066162,-74.03984069824219,600000
-1,440000000,105,5,2,2,3,4.73640775680542,-74.06243896484375,330000
-1,375000000,105,4,4,0,4,4.74768018722534,-74.0684585571289,212000
1,525000000,105,2,2,1,5,4.69490941,-74.03593438,400000
1,415000000,105,4,4,2,5,4.69140005111694,-74.0610198974609,280000
-1,330000000,105,3,2,1,4,4.744288444519043,-74.03423309326172,192000
1,392000000,104,3,3,2,4,4.72249603271484,-74.0391845703125,384000
1,330000000,104,3,2,1,6,4.68971824645996,-74.0391616821289,411000
1,250000000,104,5,1,0,3,4.61441329,-74.10524183,130000
1,450000000,104,3,3,0,3,4.69489002227783,-74.0820007324219,220000
1,420000000,104,3,2,1,4,4.696622371673584,-74.08386993408203,276600
1,460000000,104,3,3,2,4,4.72525978088379,-74.0366516113281,385000
1,530000000,104,3,3,2,5,4.7121875,-74.05125724,552000
-1,335000000,104,3,3,1,4,4.74606657028198,-74.0342025756836,0
1,560000000,104,3,3,2,6,4.693639278411865,-74.04434204101562,530000
-1,390000000,104,1,3,1,4,4.74723557,-74.06568234,175000
1,680000000,104,2,2,2,6,4.67835673,-74.04307773,0
-1,250000000,104,3,3,1,3,4.74669742584229,-74.0999221801758,0
1,660000000,104,2,2,2,6,4.56201076507568,-74.1068572998047,0
1,535000000,103,2,2,1,4,4.63604688644409,-74.0784378051758,210000
1,480000000,103,2,2,1,5,4.66518164,-74.05736962,150000
1,420000000,103,4,3,1,4,4.64198112487793,-74.07784271240234,10000
1,720000000,103,2,2,0,5,4.68764019012451,-74.0440979003906,450000
1,420000000,103,2,3,2,5,4.70008707046509,-74.0518417358398,567000
1,420000000,103,3,2,1,5,4.69397068023682,-74.0672912597656,200000
1,490000000,103,3,3,2,4,4.72230449,-74.03177145,0
1,395000000,103,3,3,2,4,4.73059228,-74.03687825,311800
1,490000000,103,3,2,2,3,4.74576041,-74.02412421,261000
1,360000000,103,3,2,1,3,4.71689558029175,-74.1152267456055,146000
1,400000000,103,3,3,2,4,4.75634496,-74.03884826,0
1,520000000,103,3,2,1,5,4.6854906,-74.03578756,350000
1,475000000,102,3,2,0,5,4.70042896270752,-74.0512390136719,535000
-1,330500000,102,3,2,1,4,4.74428857,-74.03423148,192000
1,1245000000,102,2,3,2,6,4.66089633,-74.04995501,700000
1,650000000,102,3,2,2,5,4.712958812713623,-74.03164672851562,449000
-1,350000000,102,4,4,0,2,4.50831842422485,-74.1128234863281,0
1,540000000,102,3,2,2,5,4.69580531,-74.06463002,250000
1,520000000,102,3,3,2,6,4.68522864,-74.04550619,0
1,540500000,102,3,2,2,5,4.69580531,-74.06463002,250000
1,439990000,102,3,2,2,4,4.72355222702026,-74.0317077636719,400000
1,439990000,102,3,2,2,4,4.7234883,-74.03132128,400000
-1,330000000,102,3,2,1,4,4.74428857,-74.03423148,192000
-1,330000000,102,3,2,1,4,4.74428857,-74.03423148,192000
1,410000000,102,3,2,1,4,4.6916122,-74.06594,300000
1,385000000,102,3,3,1,5,4.59992694854736,-74.0755462646484,316000
1,460000000,101,3,2,2,5,4.7272767,-74.06929053,370000
1,645000000,101,2,2,2,6,4.694489002227783,-74.04576873779297,550000
1,490000000,101,3,2,2,5,4.7035698890686,-74.0692596435547,328000
1,535000000,101,3,3,0,5,4.70423078536987,-74.0312652587891,700000
1,385000000,101,3,3,1,5,4.70015107,-74.05820791,300000
1,495000000,101,3,3,2,4,4.72365045547485,-74.0318832397461,285000
1,450000000,101,2,2,2,4,4.72556177,-74.05933596,305000
1,650000000,101,3,2,2,6,4.689163684844971,-74.05367279052734,590000
1,520000000,101,3,3,2,6,4.71098852157593,-74.0720901489258,0
1,530000000,101,3,2,1,6,4.6854297,-74.04483146,887000
1,880000000,101,2,2,2,6,4.65664455,-74.05183948,490000
1,379900000,101,3,2,2,5,4.73099851608276,-74.0609817504883,291000
1,550000000,101,2,3,2,5,4.691108703613281,-74.06192779541016,600000
1,745000000,100,2,3,2,5,4.70400714874268,-74.0481948852539,341000
1,550000000,100,1,2,1,6,4.65615828,-74.0508588,460000
1,400000000,100,2,3,0,4,4.69475221633911,-74.0393676757813,335000
1,490000000,100,3,2,2,6,4.69628047943115,-74.0423889160156,460000
1,380000000,100,3,3,2,3,4.72163297,-74.05377088,321000
1,500000000,100,2,2,2,6,4.692443370819092,-74.04761505126953,494000
-1,270000000,100,4,2,0,3,4.71999979019165,-74.1073379516602,130000
1,360000000,100,2,2,2,6,4.695901393890381,-74.03729248046875,350000
1,430000000,100,3,2,1,5,4.727049350738525,-74.06869506835938,303000
1,350000000,100,3,2,2,4,4.72807943,-74.03037671,300000
1,460000000,100,3,2,2,3,4.74560594558716,-74.0252456665039,0
1,650000000,100,3,3,1,0,4.635838985443115,-74.10122680664062,268000
1,550500000,100,1,2,1,6,4.65615828,-74.0508588,460000
1,580000000,100,3,3,2,6,4.64806698,-74.05273564,0
1,262594000,100,2,2,0,4,4.63947820663452,-74.0646667480469,0
1,600000000,100,3,3,0,5,4.64212989807129,-74.0578918457031,450000
-1,275000000,100,3,2,2,3,4.59206896,-74.14642394,0
1,450000000,100,2,2,1,6,4.67915010452271,-74.0458526611328,410000
1,440000000,100,3,2,1,5,4.7201715,-74.06355,327000
1,490000000,100,3,3,0,4,4.67008256912231,-74.117073059082,0
1,380000000,100,3,2,0,4,4.74405002593994,-74.0345687866211,0
1,380000000,100,3,2,1,4,4.72102248,-74.03327916,375000
1,760000000,100,2,2,1,6,4.656347274780273,-74.04733276367188,600000
1,420000000,100,3,3,2,4,4.72927522659302,-74.0356292724609,0
1,730000000,100,2,3,2,6,4.704964637756348,-74.04639434814453,432000
1,350000000,100,2,2,2,4,4.68021561,-74.05921946,80000
1,650000000,100,2,3,2,5,4.684439182281494,-74.051025390625,0
1,420000000,100,3,2,2,5,4.704890727996826,-74.05986785888672,410000
1,580000000,100,3,3,2,6,4.699534893035889,-74.03551483154297,480000
1,420000000,100,3,2,0,4,4.71812009811401,-74.0709991455078,238000
-1,400000000,100,4,3,1,3,4.7400288581848145,-74.03411865234375,200000
1,760000000,100,2,2,2,5,4.640258312225342,-74.05803680419922,480000
1,389000000,100,3,2,2,4,4.72927761077881,-74.0339889526367,245000
1,440000000,100,3,2,2,5,4.75119121,-74.06751307,321000
-1,550000000,100,2,2,0,3,4.58336019515991,-74.1079788208008,0
-1,390000000,99,4,3,1,4,4.74068108,-74.03396707,0
1,450000000,99,3,3,2,4,4.74028635025024,-74.0695495605469,269000
1,420000000,99,3,3,2,5,4.7259202003479,-74.0635986328125,368000
1,325000001,99,3,2,2,4,4.76882457733154,-74.032829284668,200000
1,298000000,99,1,1,0,4,4.61535978317261,-74.064338684082,150000
1,969450000,99,2,3,1,6,4.67468023300171,-74.0521850585938,850000
1,480000000,99,3,3,1,5,4.63887882232666,-74.0613708496094,520000
1,580000000,99,2,3,2,4,4.71399784088135,-74.0880508422852,327000
1,600000000,99,3,2,2,5,4.75904417037964,-74.0685348510742,400000
1,450000000,99,3,3,2,4,4.74122148,-74.06983784,269000
1,540000000,98,2,2,2,4,4.64704895019531,-74.0532608032227,482000
1,430000000,98,3,3,2,5,4.71903419494629,-74.0420608520508,500000
1,620000000,98,3,3,2,6,4.688158988952637,-74.05443572998047,472000
1,510000000,98,3,3,2,3,4.677871227264404,-74.10037231445312,250000
1,690000000,98,2,2,1,6,4.66341915,-74.0473223,475000
1,365000000,98,3,2,2,5,4.73074926,-74.02964978,0
1,445000000,98,3,3,1,4,4.6583399772644,-74.1279602050781,270000
1,732000000,98,2,3,2,6,4.700181007385254,-74.04425048828125,400000
1,230000000,98,2,1,0,3,4.68222999572754,-74.1473007202148,0
1,570000000,98,3,3,2,6,4.69540643692017,-74.0520477294922,700000
1,385000000,98,3,3,0,5,4.64788770675659,-74.0844650268555,240000
1,365000000,98,3,2,0,3,4.74713277816772,-74.0541610717773,257000
1,570000000,97,3,3,2,5,4.71652236,-74.03029043,305000
1,363000000,97,3,3,1,5,4.73042817,-74.06263418,320000
1,670000000,97,2,3,2,6,4.67935609817505,-74.054313659668,350000
1,460000000,97,3,2,0,4,4.66300296783447,-74.1332931518555,263000
-1,295000000,97,3,2,1,5,4.71632271,-74.08835994,180000
1,430000000,97,3,3,1,5,4.69540302,-74.03973868,435000
1,540000000,97,2,3,2,5,4.70137361,-74.05363928,520000
1,675500000,97,3,3,0,5,4.70080995559692,-74.0310287475586,420000
1,715000000,97,1,2,1,6,4.66984927,-74.05339247,500000
1,649500000,97,3,3,0,5,4.70071792602539,-74.0309829711914,470000
1,550000000,97,3,2,0,4,4.59805583953857,-74.0758438110352,315000
1,550000000,97,3,3,2,6,4.68160691,-74.05043801,537000
1,540000000,97,2,3,2,5,4.70137361,-74.05363928,0
1,451000000,97,3,3,1,6,4.69833387,-74.0399481,415000
-1,559900000,97,4,3,2,3,4.63177728652954,-74.1318054199219,0
1,425000000,97,3,2,2,5,4.70972854,-74.06031464,355000
1,570000000,97,2,3,2,6,4.70058176,-74.04705695,582000
1,570500000,97,2,3,2,6,4.70058176,-74.04705695,582000
1,550000000,97,2,3,2,3,4.714502334594727,-74.08895874023438,320000
1,330000000,97,4,3,1,3,4.71902685,-74.05862509,206000
1,485000000,97,3,3,1,6,4.70051787,-74.03103351,330000
1,388000000,97,3,2,0,5,4.7068018913269,-74.0575485229492,370
1,480000000,96,2,2,0,3,4.6031413078308105,-74.06897735595703,300000
-1,380000000,96,3,3,1,4,4.754823684692383,-74.03849792480469,260000
-1,450000000,96,3,3,2,4,4.69980006,-74.08606551,210000
-1,350000000,96,4,2,1,4,4.6673865,-74.132385,158000
1,480000000,96,3,3,0,4,4.66060781478882,-74.1100387573242,234000
1,375000000,96,3,2,0,4,4.73051786422729,-74.0366516113281,232700
1,409000000,96,3,2,2,4,4.67395305633545,-74.0869903564453,236000
1,400000000,96,3,2,1,4,4.730592250823975,-74.03688049316406,300000
1,378000000,96,3,3,0,5,4.73311233520508,-74.0604705810547,300000
1,415000000,96,2,2,1,4,4.633139610290527,-74.07648468017578,112000
1,480000000,96,3,3,2,4,4.725229740142822,-74.03691101074219,375000
1,475000000,96,3,4,2,4,4.73372008,-74.04538015,455000
1,570000000,96,2,3,1,6,4.70451501,-74.02997871,384000
-1,220000000,96,4,3,1,3,4.716523170471191,-74.12051391601562,0
1,360000000,96,3,3,2,4,4.75922107696533,-74.0461044311523,321000
-1,450500000,96,3,3,2,4,4.69980006,-74.08606551,210000
-1,450500000,96,3,3,2,4,4.69980006,-74.08606551,210000
1,459000000,96,3,3,1,5,4.72131072,-74.04839136,300000
1,340000000,96,3,2,2,4,4.75592994689941,-74.0383224487305,200000
1,480000000,96,3,3,0,4,4.6345157623291,-74.0758361816406,234000
1,350000000,96,3,2,0,4,4.64940977096558,-74.0788269042969,177000
-1,400000000,96,3,3,1,4,4.74195861816406,-74.0335998535156,185000
-1,330000000,96,4,2,1,4,4.66738649,-74.13238831,158000
1,680000000,96,2,3,2,6,4.68237438,-74.05632208,735000
-1,305000000,96,3,2,1,4,4.661584854125977,-74.1290054321289,150000
1,680500000,96,2,3,2,6,4.68237438,-74.05632208,735000
1,440000000,96,3,3,1,5,4.684734344482422,-74.05926513671875,312000
1,415000000,96,2,2,1,4,4.58086013793945,-74.1267471313477,112000
1,400000000,96,3,2,1,4,4.73663717,-74.06294578,200000
1,355000000,96,3,2,2,4,4.75592994689941,-74.0383224487305,200000
1,235000000,96,2,2,1,3,4.6476616859436035,-74.0612564086914,150000
1,380000000,95,3,2,1,4,4.64469003677368,-74.1290969848633,185000
1,350000000,95,3,3,1,5,4.7062482833862305,-74.05619812011719,300000
1,830000000,95,2,2,2,6,4.67910718917847,-74.0414581298828,450000
1,340000000,95,4,3,1,3,4.67395305633545,-74.0869903564453,70000
1,300000000,95,3,2,1,5,4.717797756195068,-74.03292083740234,302000
1,350000000,95,2,2,2,4,4.72900009155273,-74.0279998779297,250000
1,420000000,95,3,2,1,4,4.731388568878174,-74.04095458984375,373000
1,340000000,95,4,3,1,3,4.67395305633545,-74.0869903564453,70000
1,340000000,95,4,3,2,4,4.72755269,-74.04599787,274000
-1,269000000,95,4,2,0,3,4.71635723114014,-74.1237335205078,0
1,850000000,95,2,2,2,6,4.67906379699707,-74.04334259033203,450000
1,570000000,95,4,3,3,4,4.654547691345215,-74.1125259399414,0
1,320000000,94,3,3,2,5,4.72653007507324,-74.0307235717773,93000
1,410000000,94,3,3,0,5,4.70509099960327,-74.0578079223633,430000
1,380000000,94,3,2,0,5,4.6879825592041,-74.0596923828125,249000
-1,250000000,94,4,3,0,3,4.7194061279296875,-74.12176513671875,0
1,430000000,94,3,2,2,4,4.724617958068848,-74.03012084960938,290000
1,330000000,94,3,2,2,4,4.74468064,-74.03264602,260000
1,320000000,94,3,2,0,4,4.73352241516113,-74.0463485717773,270000
1,399000000,94,2,3,1,4,4.73415471,-74.03130672,286000
1,670000000,94,2,2,2,6,4.6928746,-74.04136393,0
1,660000000,94,2,3,0,6,4.69486904144287,-74.0541610717773,400000
1,700000000,94,2,3,1,4,4.6166185,-74.07075068,0
-1,310000000,94,4,2,0,3,4.7122597694397,-74.0673522949219,110000
1,690000000,94,1,2,2,6,4.67845852,-74.04153481,450000
1,345000000,94,3,3,0,4,4.72245597839355,-74.0312881469727,300000
-1,212000000,94,3,2,0,3,4.75243711471558,-74.0974197387695,107200
1,800000000,94,2,3,0,6,4.67934989929199,-74.0534820556641,650000
1,410000000,94,3,2,1,4,4.73968634,-74.0594906,270000
1,450000000,93,3,3,2,5,4.70516395568848,-74.0693969726563,295000
1,425000000,93,2,2,2,5,4.704742908477783,-74.03059387207031,362000
1,525000000,93,3,3,2,5,4.7157158851623535,-74.04999542236328,400000
1,285000000,93,3,3,2,4,4.72830200195313,-74.0317230224609,298000
1,450000000,93,3,2,2,5,4.68537330627441,-74.0586013793945,300000
-1,320000000,93,3,3,1,4,4.75188734,-74.06355963,180000
1,800000000,93,2,3,2,6,4.6782941818237305,-74.05401611328125,650000
1,420000000,93,4,2,1,4,4.65495043,-74.10769951,290000
1,450000000,93,3,3,1,4,4.72461816,-74.03012091,262000
1,685000000,93,2,2,2,6,4.67574977874756,-74.0500411987305,0
-1,290000000,92,4,3,1,3,4.75254081,-74.08468107,193000
1,465000000,92,3,2,2,5,4.70719385147095,-74.0690002441406,303300
1,420000000,92,3,3,2,5,4.7035698890686,-74.0692596435547,238000
-1,360000000,92,4,3,0,4,4.60534286499023,-74.1275024414063,172000
1,665000000,92,2,3,2,6,4.6888604164123535,-74.05064392089844,550000
-1,260000000,92,3,2,1,3,4.75188064575195,-74.0965576171875,60000
1,370000000,92,3,3,0,4,4.72123003005981,-74.0293502807617,352000
1,480000000,92,3,2,1,4,4.64565044,-74.05489711,355000
1,850000000,92,2,3,2,6,4.6751046,-74.04587,700000
1,388000000,92,3,2,1,4,4.73262566,-74.05787473,313000
1,290000000,92,3,2,0,3,4.61417818069458,-74.0656127929688,60000
1,450000000,92,3,2,1,4,4.66336965560913,-74.1156463623047,230000
1,393000000,92,3,2,1,4,4.62038993835449,-74.150520324707,220000
1,350000000,92,3,2,1,4,4.74455976486206,-74.0329513549805,250000
1,540000000,92,4,2,1,4,4.6517539024353,-74.1117553710938,275000
-1,260000000,92,3,2,1,3,4.7193494,-74.10982,132000
1,560000000,92,3,2,2,4,4.66003274917603,-74.1102905273438,320000
1,280000000,92,3,1,0,3,4.64691121,-74.06608476,150000
1,450000000,92,3,2,1,4,4.663045406341553,-74.11605072021484,230000
1,550000000,92,3,3,2,4,4.74877023696899,-74.1093368530273,385000
1,350000000,91,2,3,0,6,4.70416593551636,-74.0404205322266,450000
1,439000000,91,3,3,2,4,4.72195979,-74.037044,340000
-1,540000000,91,3,3,1,4,4.642439365386963,-74.10665893554688,200000
1,610000000,91,2,2,2,4,4.6439905166626,-74.0564346313477,290000
1,600000000,91,2,2,2,5,4.70800018310547,-74.0309982299805,430000
1,395000000,91,2,3,2,5,4.7167067527771,-74.0440216064453,370000
1,239900000,91,4,3,1,4,4.76733,-74.04687,180000
1,650000000,90,3,3,0,6,4.67703294754028,-74.0489730834961,0
1,470000000,90,3,2,0,4,4.74068021774292,-74.0554122924805,259000
1,297000000,90,3,3,0,4,4.72967290878296,-74.0412826538086,350000
1,250000000,90,3,2,1,4,4.7671033,-74.04413766,200000
1,349000000,90,3,2,1,4,4.73879337310791,-74.0569915771484,220000
1,385000000,90,3,2,1,4,4.60307502746582,-74.1669082641602,300000
-1,200000000,90,4,3,0,2,4.6705145835876465,-74.15483093261719,60000
1,265000000,90,4,3,1,4,4.76640033721924,-74.0451889038086,184000
1,325000000,90,2,2,0,4,4.68354988098145,-74.0695419311523,0
1,320000000,90,3,2,0,4,4.64255332946777,-74.1262588500977,190000
1,390000000,90,3,3,1,5,4.63984893,-74.05783957,280000
1,370500000,90,3,2,1,5,4.72569405,-74.06669942,190000
1,444900000,90,3,2,2,3,4.65579986572266,-74.0787811279297,0
1,425900000,90,3,2,2,3,4.65579986572266,-74.0787811279297,0
1,370000000,90,3,2,1,4,4.67592191696167,-74.10623931884766,265000
1,330500000,90,4,3,2,5,4.72765194,-74.06274467,214000
1,520000000,90,3,3,2,6,4.68887021,-74.04312373,450000
1,370000000,90,3,2,1,5,4.72569405,-74.06669942,190000
1,330000000,90,3,2,2,4,4.76773738861084,-74.04631042480469,185000
-1,220000000,90,4,2,1,2,4.752321243286133,-74.11387634277344,150000
1,350000000,90,3,2,0,3,4.72160005569458,-74.059440612793,250000
1,330000000,90,2,2,1,5,4.7002254,-74.05861,379000
1,390000000,90,3,3,2,4,4.73342990875244,-74.0453186035156,412000
1,475700000,90,2,2,2,4,4.705162525177,-74.0254440307617,413000
1,370000000,90,3,2,0,4,4.72462701797485,-74.0371932983398,0
1,370000000,90,3,2,1,4,4.749456882476807,-74.06040954589844,221000
1,385000000,90,3,2,0,4,4.64495801925659,-74.1283416748047,173000
-1,460000000,90,3,2,0,3,4.70832014083862,-74.1151733398438,0
-1,330000000,90,3,2,2,3,4.6349241,-74.14204972,0
1,280000000,90,4,3,0,4,4.73415279388428,-74.0368881225586,260000
1,370000000,90,3,3,0,4,4.65590286254883,-74.1080169677734,210000
1,480000000,90,3,2,2,4,4.72712973,-74.04358949,350000
1,470000000,90,3,2,2,4,4.74068021774292,-74.0554122924805,260000
1,449000000,90,2,2,2,5,4.71637528,-74.03634108,400000
1,295000000,90,3,2,2,4,4.73511552810669,-74.0314559936523,95000
1,370000000,90,3,2,1,4,4.69563865661621,-74.0830612182617,190000
1,340000000,90,3,2,0,3,4.74461030960083,-74.0284576416016,213000
1,310000000,90,3,3,1,5,4.7290239334106445,-74.0670166015625,300000
1,350000000,90,3,2,2,3,4.754542350769043,-74.03787231445312,0
1,405000000,90,3,2,1,4,4.67618799209595,-74.1060943603516,268100
1,360000000,90,3,2,2,4,4.72100746,-74.03712896,248000
1,500000000,90,2,2,2,6,4.72471306,-74.02325346,420000
1,600000000,90,3,3,2,6,4.68966418,-74.05063847,650000
1,400000000,90,3,3,0,3,4.6939492225647,-74.0920562744141,280000
1,295000000,90,3,3,1,5,4.71999344,-74.04295488,350000
1,270000000,90,3,2,0,4,4.65059900283813,-74.0630874633789,88000
1,500500000,90,2,2,2,6,4.72471306,-74.02325346,420000
1,320000000,90,3,3,1,3,4.72269105911255,-74.1306533813477,210000
-1,320000000,90,4,2,1,4,4.6672306060791,-74.1324462890625,0
1,330500000,90,4,3,2,5,4.72765194,-74.06274467,214000
1,360000000,90,4,2,0,4,4.64531087875366,-74.1278381347656,160000
1,690000000,90,1,2,2,6,4.6784586906433105,-74.04153442382812,400000
1,330000000,90,4,3,2,5,4.72765194,-74.06274467,214000
1,398000000,89,3,2,2,4,4.73662996292114,-74.0629425048828,220000
1,300000000,89,3,2,1,4,4.73504435,-74.05181513,260000
1,580000000,89,2,3,2,5,4.7042717933654785,-74.05269622802734,640000
1,365000000,89,3,2,1,4,4.73259687423706,-74.0333786010742,246400
1,485000000,89,3,2,2,4,4.71996368,-74.03815095,0
1,360500000,89,4,2,2,5,4.72765194,-74.06274467,230000
1,290000000,89,3,3,2,4,4.72658395767212,-74.0320587158203,320000
1,435000000,89,3,2,2,6,4.69309551,-74.05215326,650000
1,650000000,89,2,3,1,6,4.69764196,-74.04767794,0
1,739668000,89,2,2,2,6,4.65619993209839,-74.053352355957,0
1,510000000,89,3,2,0,4,4.64221477508545,-74.1035537719727,293000
1,380000000,89,2,2,1,5,4.68780594,-74.05776575,380000
1,280000000,89,3,2,0,4,4.7370400428772,-74.0506362915039,192000
1,540000000,89,2,2,0,6,4.67574977874756,-74.0493087768555,0
1,400000000,89,3,3,2,4,4.73372008,-74.04538015,412000
1,320000000,89,3,2,1,4,4.72703682,-74.03242054,0
-1,260000000,89,3,2,0,3,4.61826133728027,-74.1314392089844,122000
1,450000000,89,3,2,2,4,4.71996368,-74.03815095,0
1,295000000,89,3,2,0,3,4.64857769012451,-74.1478958129883,155000
1,295000000,89,3,2,0,3,4.6490592956543,-74.1482696533203,155000
1,540000000,89,2,2,0,6,4.67934322357178,-74.0486221313477,0
1,295000000,89,3,2,0,3,4.6488881111145,-74.1483612060547,155000
1,450000000,89,3,3,1,4,4.63049507141113,-74.0843734741211,241000
-1,285000000,89,3,2,1,4,4.66187572479248,-74.1344528198242,168000
1,385000000,89,3,3,0,4,4.73357582092285,-74.0442504882813,0
-1,235000000,89,3,2,0,3,4.6004767417907715,-74.15314483642578,92000
1,415000000,89,2,2,1,6,4.699238300323486,-74.03971862792969,0
1,400000000,89,2,2,1,5,4.68776559829712,-74.0577621459961,390000
-1,240000000,89,3,2,0,3,4.6004767417907715,-74.15314483642578,92000
1,430000000,89,3,2,1,5,4.724726676940918,-74.06088256835938,285000
1,640000000,89,2,3,2,6,4.70178769,-74.04393929,311000
1,520000000,89,2,2,2,5,4.70603503,-74.05776193,570000
1,430000000,88,3,2,2,4,4.69479990005493,-74.0801620483398,200000
1,430000000,88,3,3,1,4,4.64395454,-74.05766784,340000
1,315000000,88,3,2,2,1,4.75627994537354,-74.0387954711914,320000
1,290000000,88,3,2,0,4,4.75091244,-74.06618754,0
1,380000000,88,3,2,1,4,4.729557037353516,-74.04180908203125,225000
1,425000000,88,2,2,2,6,4.6861515045166,-74.0439147949219,298000
1,339000000,88,3,2,2,4,4.72005646,-74.04042455,300000
1,425500000,88,2,2,2,6,4.68615224,-74.04399064,298000
1,360000000,88,2,2,0,5,4.68780994415283,-74.0598373413086,130000
1,465000000,88,2,2,2,5,4.70603503,-74.05776193,350000
1,398000000,88,0,0,0,5,4.60827541351318,-74.1188659667969,0
1,375000000,88,3,2,1,4,4.68242359161377,-74.0985946655273,285000
1,349000000,88,2,2,0,6,4.6938099861145,-74.0375213623047,350000
1,400500000,88,3,3,2,5,4.70726886,-74.06178102,391000
-1,240000000,88,3,3,1,3,4.74650981,-74.08569031,190000
1,400000000,88,3,3,2,5,4.70726886,-74.06178102,391000
1,460500000,87,3,3,2,5,4.72472672,-74.06088594,280000
1,490000000,87,2,3,2,5,4.704960346221924,-74.0324478149414,541000
1,320000000,87,3,2,2,4,4.72651863098145,-74.0465621948242,0
1,330000000,87,3,2,0,4,4.62321186065674,-74.125358581543,0
1,375000000,87,1,0,0,4,4.71440138,-74.06394827,200000
1,485000000,87,3,2,2,5,4.69641637802124,-74.06218719482422,343000
1,585000000,87,2,2,1,5,4.50269985198975,-74.1132278442383,492000
1,369000000,87,3,2,0,4,4.73143005371094,-74.0361328125,312000
1,490000000,87,3,3,2,3,4.69634532928467,-74.0638809204102,309000
1,560000000,87,2,3,2,6,4.696710109710693,-74.04853820800781,541000
1,330000000,87,3,2,0,4,4.6232123374939,-74.125358581543,0
-1,280000000,87,3,2,1,3,4.72756745,-74.11987436,110000
-1,290000000,87,3,3,1,3,4.74677228927612,-74.0523071289063,170000
1,425000000,87,2,2,2,6,4.698237419128418,-74.05305480957031,430000
1,475000000,87,1,1,2,4,4.72494318,-74.04710334,417000
1,250000000,87,3,2,1,4,4.744460105896,-74.0918502807617,0
1,245000000,87,3,2,1,3,4.75172691,-74.09108549,190000
1,245000000,87,4,2,1,3,4.58241367340088,-74.0947113037109,120000
1,430000000,87,4,3,2,4,4.64314985275269,-74.0651092529297,360000
1,450000000,87,3,3,1,4,4.65495966,-74.12936342,240000
1,415000000,87,3,2,2,5,4.724726676940918,-74.06088256835938,277000
1,600000000,87,3,2,2,4,4.64380359649658,-74.1077880859375,300000
1,555000000,87,2,2,2,6,4.689000606536865,-74.0427474975586,350000
1,460000000,87,3,3,2,5,4.72472672,-74.06088594,280000
1,520000000,87,3,3,2,5,4.713807,-74.02973,260000
1,400000000,86,2,3,2,5,4.722443,-74.0480644,300000
1,375000000,86,3,2,1,4,4.73687696456909,-74.0522079467773,210000
1,400000000,86,2,3,2,5,4.7223973274231,-74.0481491088867,300000
1,360000000,86,3,3,1,3,4.60033082962036,-74.0677719116211,140000
1,530000000,86,2,3,2,6,4.6979515,-74.04034165,482000
1,380000000,86,3,3,0,4,4.65034246444702,-74.0883636474609,150000
1,400000000,86,2,2,1,6,4.69573071,-74.03610483,387000
1,390000000,86,3,2,2,4,4.71445798873901,-74.0632781982422,150000
1,340000000,86,3,3,0,4,4.66120719909668,-74.1322326660156,220000
1,530000000,86,4,2,1,4,4.64305393,-74.10284492,220000
1,556000000,86,3,3,2,5,4.70789003372192,-74.0293426513672,363000
1,490000000,86,3,2,2,5,4.6885814666748,-74.0591354370117,343000
1,280000000,86,3,2,1,3,4.62416219711304,-74.1219100952148,60000
1,790000000,86,1,2,2,6,4.6759138107299805,-74.05706787109375,420000
1,362500000,86,3,2,1,4,4.7412214279174805,-74.06983947753906,220000
1,400000000,86,3,3,1,4,4.67798566818237,-74.1082534790039,230000
1,451000000,86,2,3,2,6,4.6994481,-74.03349987,510000
1,460000000,86,3,2,2,5,4.7446699142456055,-74.06935119628906,217600
-1,295000000,86,4,3,1,3,4.74674844741821,-74.0548706054688,181000
1,330000000,86,3,2,1,5,4.700886249542236,-74.07994842529297,434000
1,430000000,86,3,3,1,6,4.69573071,-74.03610483,390000
-1,225000000,86,4,2,0,3,4.72040271759033,-74.1225280761719,0
